,0
"('18', '124')",0.3510181385431793
"('18', '175')",0.451367935977175
"('17', '155')",0.05749072291769898
"('17', '191')",0.20051538739673502
"('17', '171')",0.3018278693552105
"('12', '115')",0.5011561541748609
"('12', '110')",0.75
"('12', '193')",0.6339374156775051
"('20495', '168754')",0.3341049354807299
"('20495', '168752')",0.4257457104822495
"('20495', '168755')",0.451367935977175
"('35', '353')",0.7490898872117014
"('35', '414')",0.3460213181453886
"('35', '372')",0.34339159847887346
"('13', '172')",0.6666666666666666
"('13', '160')",0.4257457104822495
"('13', '165')",0.451367935977175
"('4063', '35346')",0.6666666666666666
"('4063', '35351')",0.4257457104822495
"('4063', '35354')",0.451367935977175
"('4812', '35352')",0.6666666666666666
"('4812', '41765')",0.6666666666666666
"('4812', '41769')",0.451367935977175
"('8801', '74951')",0.6666666666666666
"('8801', '74953')",0.4257457104822495
"('8801', '74949')",0.451367935977175
"('16', '206')",0.3726471195513734
"('16', '154')",0.49248278711875015
"('16', '179')",0.047502621775388165
"('114', '206')",0.4015469233016117
"('114', '154')",0.8487663928041705
"('114', '1083')",0.5998194890902095
"('831', '653')",0.5144555271832157
"('831', '649')",0.37271678235080785
"('831', '1072')",0.5463187317632339
"('11', '156')",0.6666666666666666
"('11', '122')",0.4257457104822495
"('11', '205')",0.6666666666666666
"('3164', '27796')",0.334622542726554
"('3164', '27818')",0.5469068520189384
"('3164', '47261')",0.451367935977175
"('6670', '19556')",0.3341049354807299
"('6670', '57152')",0.4257457104822495
"('6670', '57153')",0.451367935977175
"('11333', '95522')",0.5011561541748609
"('11333', '95531')",0.3643729819196413
"('11333', '95521')",0.4068438378987622
"('17103', '21015')",0.6666666666666666
"('17103', '141797')",0.4257457104822495
"('17103', '141794')",0.451367935977175
"('27539', '224493')",0.6666666666666666
"('27539', '224496')",0.4257457104822495
"('27539', '224498')",0.451367935977175
"('30766', '250072')",0.3341049354807299
"('30766', '250077')",0.6666666666666666
"('30766', '250074')",0.451367935977175
"('19', '118')",0.6666666666666666
"('19', '142')",0.4257457104822495
"('19', '159')",0.451367935977175
"('742', '6693')",0.6666666666666666
"('742', '6690')",0.4257457104822495
"('742', '6692')",0.451367935977175
"('1496', '13268')",0.6666666666666666
"('1496', '13270')",0.4257457104822495
"('1496', '13277')",0.451367935977175
"('2785', '24501')",0.2507727333261984
"('2785', '24498')",0.3643729819196413
"('2785', '10724')",0.4068438378987622
"('20', '128')",0.2507727333261984
"('20', '189')",0.75
"('20', '148')",0.4068438378987622
"('1175', '10495')",0.3763919064857957
"('1175', '10531')",0.42069726528495394
"('1175', '10517')",0.27835993350976074
"('24', '249')",0.3341049354807299
"('24', '312')",0.4257457104822495
"('24', '325')",0.451367935977175
"('217', '2001')",0.3341049354807299
"('217', '1998')",0.6666666666666666
"('217', '1999')",0.451367935977175
"('825', '7472')",0.3341049354807299
"('825', '7473')",0.4257457104822495
"('825', '7467')",0.6666666666666666
"('3972', '34566')",0.6666666666666666
"('3972', '34561')",0.6666666666666666
"('3972', '34564')",0.6666666666666666
"('8894', '22956')",0.6666666666666666
"('8894', '12653')",0.6666666666666666
"('8894', '2006')",0.6666666666666666
"('9803', '12690')",0.6666666666666666
"('9803', '75689')",0.6666666666666666
"('9803', '22956')",0.451367935977175
"('12121', '22436')",0.6666666666666666
"('12121', '78013')",0.6666666666666666
"('12121', '101783')",0.6666666666666666
"('38', '34604')",0.2507727333261984
"('38', '29')",0.3643729819196413
"('38', '50')",0.4068438378987622
"('28490', '22436')",0.5011561541748609
"('28490', '101783')",0.6124602726206605
"('28490', '101785')",0.6666666666666666
"('33449', '232134')",0.3341049354807299
"('33449', '22436')",0.4257457104822495
"('33449', '101783')",0.451367935977175
"('28490', '78013')",0.451367935977175
"('26', '341')",0.8230511109335372
"('26', '246')",0.43919648603177713
"('26', '233')",0.01683559853779353
"('1509', '13400')",0.3341049354807299
"('1509', '13406')",0.4257457104822495
"('1509', '13394')",0.451367935977175
"('4111', '27306')",0.2507727333261984
"('4111', '35763')",0.6124602726206605
"('4111', '35761')",0.6339374156775051
"('4206', '36567')",0.3341049354807299
"('4206', '36569')",0.4257457104822495
"('4206', '36568')",0.451367935977175
"('33', '332')",0.1780258767935539
"('33', '219')",0.48554972688358494
"('33', '274')",0.2930344837860082
"('28', '223')",0.6666666666666666
"('28', '313')",0.4257457104822495
"('28', '254')",0.451367935977175
"('1549', '353')",0.8571428571428571
"('1549', '1344')",0.24603213960004583
"('1549', '13755')",0.4068438378987622
"('2050', '18225')",0.3341049354807299
"('2050', '18217')",0.4257457104822495
"('2050', '18221')",0.451367935977175
"('3048', '26787')",0.3341049354807299
"('3048', '26792')",0.4257457104822495
"('3048', '26793')",0.451367935977175
"('15437', '128492')",0.6666666666666666
"('15437', '88027')",0.4257457104822495
"('15437', '128491')",0.451367935977175
"('25', '215')",0.9252702704006532
"('25', '239')",0.06361406697513663
"('25', '258')",0.04534981964054584
"('2648', '23359')",0.3341049354807299
"('2648', '23358')",0.4257457104822495
"('2648', '23364')",0.451367935977175
"('21', '309')",0.4633746024390015
"('21', '269')",0.646279540890382
"('21', '320')",0.37063941861236177
"('34', '290')",0.8120583861676666
"('34', '240')",0.2172682616011175
"('34', '311')",0.09346637233986807
"('2661', '23479')",0.501156154174861
"('2661', '23470')",0.3643729819196413
"('2661', '23483')",0.4068438378987622
"('6312', '23470')",0.6124602726206605
"('6312', '23484')",0.6124602726206605
"('6312', '23466')",0.451367935977175
"('6560', '56176')",0.3341049354807299
"('6560', '23469')",0.4257457104822495
"('6560', '56174')",0.451367935977175
"('6312', '23485')",0.451367935977175
"('7010', '60082')",0.3341049354807299
"('7010', '56176')",0.4257457104822495
"('7010', '60078')",0.451367935977175
"('22', '218')",0.36156761494489353
"('22', '251')",0.15773463625426387
"('22', '294')",0.4213748255175782
"('361', '290')",0.2507727333261984
"('361', '360')",0.75
"('361', '345')",0.6339374156775051
"('1030', '421')",0.6666666666666666
"('1030', '9228')",0.4257457104822495
"('1030', '397')",0.451367935977175
"('9026', '76712')",0.3341049354807299
"('9026', '76703')",0.4257457104822495
"('9026', '76704')",0.451367935977175
"('2452', '59')",0.42618783626535517
"('2452', '4132')",0.3585816306657052
"('2452', '89')",0.16931555148565894
"('1065', '3474')",0.3976089118604819
"('1065', '1653')",0.6852620018747292
"('1065', '59')",0.40836625895269824
"('30', '270')",0.6385748145855599
"('30', '237')",0.3289616592672489
"('30', '291')",0.5733937893541309
"('2624', '23157')",0.3341049354807299
"('2624', '23151')",0.4257457104822495
"('2624', '23144')",0.451367935977175
"('5497', '47441')",0.3341049354807299
"('5497', '47443')",0.6666666666666666
"('5497', '47440')",0.6666666666666666
"('12521', '104875')",0.3341049354807299
"('12521', '104873')",0.4257457104822495
"('12521', '104876')",0.6666666666666666
"('14433', '120537')",0.3341049354807299
"('14433', '120528')",0.4257457104822495
"('14433', '120530')",0.451367935977175
"('14796', '123354')",0.3341049354807299
"('14796', '123357')",0.4257457104822495
"('14796', '123353')",0.6666666666666666
"('29', '324')",0.6666666666666666
"('29', '238')",0.4257457104822495
"('29', '298')",0.6666666666666666
"('2235', '19809')",0.6666666666666666
"('2235', '19807')",0.4257457104822495
"('2235', '19823')",0.451367935977175
"('567', '1595')",0.5950940197560141
"('567', '3127')",0.3494484000669482
"('567', '3129')",0.3011496264658724
"('25018', '38626')",0.3341049354807299
"('25018', '38623')",0.4257457104822495
"('25018', '38624')",0.451367935977175
"('31', '303')",0.6666666666666666
"('31', '243')",0.4257457104822495
"('31', '264')",0.451367935977175
"('1293', '11517')",0.531561995309771
"('1293', '11514')",0.2254201342315083
"('1293', '11512')",0.4375341463654286
"('23', '302')",0.3341049354807299
"('23', '227')",0.4257457104822495
"('23', '317')",0.451367935977175
"('101', '227')",0.3341049354807299
"('101', '302')",0.4257457104822495
"('101', '317')",0.451367935977175
"('455', '227')",0.3341049354807299
"('455', '4089')",0.4257457104822495
"('455', '4090')",0.451367935977175
"('511', '4607')",0.3341049354807299
"('511', '4077')",0.4257457104822495
"('511', '4605')",0.451367935977175
"('15442', '414')",0.6666666666666666
"('15442', '411')",0.4257457104822495
"('15442', '353')",0.451367935977175
"('16368', '135886')",0.3341049354807299
"('16368', '135880')",0.4257457104822495
"('16368', '135883')",0.451367935977175
"('16404', '136160')",0.3341049354807299
"('16404', '136157')",0.4257457104822495
"('16404', '136161')",0.451367935977175
"('16494', '136931')",0.6666666666666666
"('16494', '136916')",0.6666666666666666
"('16494', '136928')",0.6666666666666666
"('17784', '147307')",0.6666666666666666
"('17784', '135880')",0.4257457104822495
"('17784', '135888')",0.6666666666666666
"('24254', '198502')",0.2507727333261984
"('24254', '198505')",0.3643729819196413
"('24254', '198499')",0.34843572431905184
"('24603', '201198')",0.3341049354807299
"('24603', '201193')",0.4257457104822495
"('24603', '201192')",0.451367935977175
"('26640', '31380')",0.6666666666666666
"('26640', '13248')",0.4257457104822495
"('26640', '217369')",0.451367935977175
"('241', '414')",0.8916079289706397
"('241', '16407')",0.3643729819196413
"('241', '353')",0.451367935977175
"('6', '419')",0.3643729819196413
"('36', '413')",0.866170159671706
"('36', '407')",0.07944341577037815
"('36', '60')",0.1267681570588201
"('40', '352')",0.580320541581674
"('40', '351')",0.6077519695565942
"('40', '382')",0.599555445678343
"('39', '354')",0.8894826241357198
"('39', '344')",0.12656781191924463
"('39', '402')",0.18267699579689
"('41', '290')",0.3763919064857957
"('41', '421')",0.709204483971962
"('41', '396')",0.653378975031722
"('92', '904')",0.3476782650851807
"('92', '917')",0.7198296532063695
"('92', '294')",0.8682748886590939
"('13504', '59')",0.6013858854187235
"('13504', '94')",0.712322657063226
"('13504', '63')",0.36743283733846965
"('42', '398')",0.6666666666666666
"('42', '373')",0.4257457104822495
"('42', '406')",0.451367935977175
"('4513', '39154')",0.3341049354807299
"('4513', '39155')",0.4257457104822495
"('4513', '39160')",0.451367935977175
"('5638', '48564')",0.3341049354807299
"('5638', '48563')",0.4257457104822495
"('5638', '48565')",0.451367935977175
"('5889', '50696')",0.6666666666666666
"('5889', '50692')",0.4257457104822495
"('5889', '50698')",0.451367935977175
"('13473', '112711')",0.3341049354807299
"('13473', '112704')",0.6666666666666666
"('13473', '112710')",0.451367935977175
"('813', '7352')",0.5011561541748609
"('813', '7339')",0.3643729819196413
"('813', '7343')",0.6339374156775051
"('38', '2')",0.19441153065372577
"('38', '394')",0.5579340235618023
"('38', '94')",0.4460086091337019
"('329', '2961')",0.3341049354807299
"('329', '2966')",0.6666666666666666
"('329', '2962')",0.451367935977175
"('3658', '31988')",0.3341049354807299
"('3658', '31985')",0.4257457104822495
"('3658', '31984')",0.451367935977175
"('3692', '32242')",0.2507727333261984
"('3692', '32246')",0.3643729819196413
"('3692', '9166')",0.4068438378987622
"('4424', '38405')",0.6666666666666666
"('4424', '38403')",0.4257457104822495
"('4424', '38406')",0.6666666666666666
"('5752', '49561')",0.3341049354807299
"('5752', '49558')",0.4257457104822495
"('5752', '49556')",0.451367935977175
"('6582', '56365')",0.3341049354807299
"('6582', '56369')",0.4257457104822495
"('6582', '56372')",0.451367935977175
"('6678', '57217')",0.3341049354807299
"('6678', '57219')",0.4257457104822495
"('6678', '57222')",0.451367935977175
"('43', '497')",0.501156154174861
"('43', '280')",0.3643729819196413
"('43', '499')",0.4068438378987622
"('138', '1296')",0.3341049354807299
"('138', '1298')",0.4257457104822495
"('138', '1292')",0.451367935977175
"('52', '460')",0.3341049354807299
"('52', '433')",0.4257457104822495
"('52', '473')",0.451367935977175
"('6753', '57895')",0.3341049354807299
"('6753', '57892')",0.6666666666666666
"('6753', '57902')",0.451367935977175
"('6868', '57894')",0.6666666666666666
"('6868', '57895')",0.4257457104822495
"('6868', '57905')",0.451367935977175
"('7214', '58854')",0.3341049354807299
"('7214', '61757')",0.4257457104822495
"('7214', '57896')",0.451367935977175
"('8441', '37273')",0.6666666666666666
"('8441', '37242')",0.4257457104822495
"('8441', '71942')",0.451367935977175
"('9201', '78134')",0.3341049354807299
"('9201', '78129')",0.4257457104822495
"('9201', '78133')",0.6666666666666666
"('12811', '107288')",0.6666666666666666
"('12811', '107287')",0.6666666666666666
"('12811', '107285')",0.451367935977175
"('13945', '116546')",0.6666666666666666
"('13945', '116541')",0.6666666666666666
"('13945', '116543')",0.6666666666666666
"('18615', '96131')",0.4300619574792751
"('18615', '96118')",0.24603213960004583
"('18615', '96124')",0.30372335544865436
"('199', '451')",0.9583333333333334
"('199', '438')",0.08232847664601321
"('199', '434')",0.11416146277072477
"('51', '444')",0.3341049354807299
"('51', '567')",0.4257457104822495
"('51', '526')",0.451367935977175
"('481', '4326')",0.3341049354807299
"('481', '4331')",0.4257457104822495
"('481', '4323')",0.451367935977175
"('22760', '186614')",0.3341049354807299
"('22760', '186606')",0.4257457104822495
"('22760', '186607')",0.451367935977175
"('23150', '189711')",0.6666666666666666
"('23150', '189716')",0.4257457104822495
"('23150', '189709')",0.451367935977175
"('24168', '189709')",0.6666666666666666
"('24168', '189711')",0.4257457104822495
"('24168', '189712')",0.451367935977175
"('40795', '328347')",0.3341049354807299
"('40795', '328349')",0.6666666666666666
"('40795', '328345')",0.451367935977175
"('42082', '338332')",0.3341049354807299
"('42082', '338328')",0.6666666666666666
"('42082', '338331')",0.451367935977175
"('48', '441')",0.2507727333261984
"('48', '432')",0.3643729819196413
"('48', '569')",0.4068438378987622
"('16079', '133617')",0.6666666666666666
"('16079', '133601')",0.6666666666666666
"('16079', '133609')",0.6666666666666666
"('57', '366')",0.2559359816923529
"('57', '355')",0.9485606752016433
"('57', '364')",0.1121666424735334
"('656', '5889')",0.7358790975517328
"('656', '5939')",0.12767670243431228
"('656', '5949')",0.1721331499328235
"('53', '574')",0.8
"('53', '530')",0.3155572984044997
"('53', '446')",0.36743283733846965
"('49', '570')",0.3742530301727795
"('49', '512')",0.6531471589038752
"('49', '524')",0.8686996772754523
"('59', '484')",0.6013858854187235
"('59', '472')",0.3155572984044997
"('59', '468')",0.6339374156775051
"('23081', '8769')",0.6666666666666666
"('23081', '7481')",0.4257457104822495
"('23081', '7514')",0.451367935977175
"('1880', '3790')",0.8686467858708384
"('1880', '8757')",0.2521749853463776
"('1880', '16753')",0.36743283733846965
"('55', '479')",0.6666666666666666
"('55', '445')",0.4257457104822495
"('55', '437')",0.451367935977175
"('211', '965')",0.6276604133600662
"('211', '960')",0.4863094811876529
"('211', '895')",0.2591574581667455
"('20132', '165881')",0.3341049354807299
"('20132', '165883')",0.4257457104822495
"('20132', '165878')",0.6666666666666666
"('20322', '167404')",0.6666666666666666
"('20322', '167394')",0.6666666666666666
"('20322', '167400')",0.6666666666666666
"('22408', '167404')",0.3341049354807299
"('22408', '183842')",0.6666666666666666
"('22408', '183839')",0.451367935977175
"('22865', '165871')",0.3341049354807299
"('22865', '167391')",0.4257457104822495
"('22865', '187458')",0.451367935977175
"('22891', '165871')",0.3341049354807299
"('22891', '187461')",0.6666666666666666
"('22891', '187674')",0.451367935977175
"('23730', '147079')",0.6666666666666666
"('23730', '147075')",0.4257457104822495
"('23730', '147077')",0.451367935977175
"('3482', '759')",0.9473684210526315
"('3482', '30483')",0.24603213960004583
"('3482', '785')",0.30372335544865436
"('33908', '274742')",0.3341049354807299
"('33908', '274744')",0.4257457104822495
"('33908', '274740')",0.451367935977175
"('45', '510')",0.39405373878425015
"('45', '450')",0.4753724357100119
"('45', '471')",0.4068438378987622
"('960', '471')",0.6666666666666666
"('960', '8648')",0.6666666666666666
"('960', '8647')",0.6666666666666666
"('9138', '77625')",0.6666666666666666
"('9138', '77630')",0.6666666666666666
"('9138', '77624')",0.6666666666666666
"('15915', '77630')",0.3341049354807299
"('15915', '77625')",0.4257457104822495
"('15915', '132296')",0.6666666666666666
"('19520', '77630')",0.3341049354807299
"('19520', '161043')",0.6666666666666666
"('19520', '132294')",0.451367935977175
"('21891', '1593')",0.6666666666666666
"('21891', '58868')",0.6666666666666666
"('21891', '4536')",0.6666666666666666
"('26191', '109817')",0.3341049354807299
"('26191', '213800')",0.4257457104822495
"('26191', '213796')",0.451367935977175
"('33529', '76267')",0.3341049354807299
"('33529', '35661')",0.4257457104822495
"('33529', '97083')",0.451367935977175
"('56', '469')",0.6666666666666666
"('56', '427')",0.4257457104822495
"('56', '455')",0.451367935977175
"('1029', '9218')",0.2507727333261984
"('1029', '9222')",0.3643729819196413
"('1029', '9220')",0.4068438378987622
"('44', '478')",0.6666666666666666
"('44', '442')",0.4257457104822495
"('44', '581')",0.451367935977175
"('575', '478')",0.3341049354807299
"('575', '435')",0.4257457104822495
"('575', '442')",0.451367935977175
"('643', '5819')",0.6666666666666666
"('643', '5816')",0.4257457104822495
"('643', '5820')",0.451367935977175
"('3761', '32813')",0.3341049354807299
"('3761', '32816')",0.4257457104822495
"('3761', '32805')",0.451367935977175
"('4137', '35980')",0.6666666666666666
"('4137', '9428')",0.4257457104822495
"('4137', '35974')",0.451367935977175
"('449', '4043')",0.6374083675689991
"('449', '4046')",0.25571822320680876
"('449', '4480')",0.3332057952632968
"('6501', '55701')",0.6666666666666666
"('6501', '55700')",0.4257457104822495
"('6501', '55702')",0.451367935977175
"('54', '544')",0.3341049354807299
"('54', '527')",0.4257457104822495
"('54', '522')",0.451367935977175
"('194', '1797')",0.3341049354807299
"('194', '1790')",0.4257457104822495
"('194', '1795')",0.6666666666666666
"('2504', '22148')",0.6666666666666666
"('2504', '22149')",0.4257457104822495
"('2504', '1790')",0.451367935977175
"('745', '290')",0.2704155450548927
"('745', '421')",0.4955674061507236
"('745', '396')",0.42239784809362646
"('58', '451')",0.8705123567933922
"('58', '517')",0.0258845422251868
"('58', '434')",0.03653572231358391
"('9833', '83296')",0.3341049354807299
"('9833', '83299')",0.4257457104822495
"('9833', '83290')",0.451367935977175
"('12470', '104464')",0.3341049354807299
"('12470', '104487')",0.4257457104822495
"('12470', '104484')",0.451367935977175
"('18918', '43903')",0.6666666666666666
"('18918', '156331')",0.4257457104822495
"('18918', '156334')",0.451367935977175
"('21600', '177436')",0.3341049354807299
"('21600', '177427')",0.6666666666666666
"('21600', '177437')",0.6666666666666666
"('23115', '177436')",0.3341049354807299
"('23115', '189402')",0.4257457104822495
"('23115', '189401')",0.451367935977175
"('26904', '219435')",0.3341049354807299
"('26904', '219439')",0.6666666666666666
"('26904', '219442')",0.451367935977175
"('27543', '224529')",0.6666666666666666
"('27543', '224534')",0.4257457104822495
"('27543', '224528')",0.451367935977175
"('50', '429')",0.715932004855353
"('50', '422')",0.6287008010774563
"('50', '529')",0.30372335544865436
"('467', '4206')",0.6013858854187235
"('467', '4210')",0.3155572984044997
"('467', '4211')",0.36743283733846965
"('63', '641')",0.3341049354807299
"('63', '639')",0.4257457104822495
"('63', '632')",0.451367935977175
"('490', '4416')",0.3341049354807299
"('490', '4401')",0.4257457104822495
"('490', '4415')",0.451367935977175
"('1326', '11853')",0.39299192915740594
"('1326', '11835')",0.17059277235263745
"('1326', '11832')",0.4162524844334817
"('61', '629')",0.6666666666666666
"('61', '637')",0.4257457104822495
"('61', '595')",0.451367935977175
"('933', '8387')",0.3341049354807299
"('933', '8392')",0.4257457104822495
"('933', '8389')",0.451367935977175
"('1852', '16446')",0.6666666666666666
"('1852', '8384')",0.4257457104822495
"('1852', '16454')",0.451367935977175
"('108', '290')",0.4305174973359994
"('108', '381')",0.5745857039060926
"('108', '421')",0.6675006506729761
"('60', '624')",0.3341049354807299
"('60', '606')",0.4257457104822495
"('60', '616')",0.451367935977175
"('382', '3447')",0.3341049354807299
"('382', '3446')",0.4257457104822495
"('382', '3433')",0.451367935977175
"('1859', '16515')",0.6124602726206605
"('1859', '16518')",0.5011561541748609
"('1859', '16514')",0.6339374156775051
"('2607', '13351')",0.2867749265463352
"('2607', '21746')",0.5580656280999922
"('2607', '21749')",0.6624579875124714
"('4677', '13351')",0.40123582553288484
"('4677', '85439')",0.3155572984044997
"('4677', '21746')",0.5999244469553485
"('15981', '13294')",0.3341049354807299
"('15981', '132829')",0.6666666666666666
"('15981', '132828')",0.451367935977175
"('20311', '13294')",0.3341049354807299
"('20311', '132829')",0.4257457104822495
"('20311', '13351')",0.451367935977175
"('26387', '215337')",0.3341049354807299
"('26387', '215339')",0.4257457104822495
"('26387', '215336')",0.451367935977175
"('26557', '216704')",0.3341049354807299
"('26557', '216702')",0.4257457104822495
"('26557', '216706')",0.451367935977175
"('26898', '219385')",0.3341049354807299
"('26898', '219386')",0.6666666666666666
"('26898', '219384')",0.451367935977175
"('68', '598')",0.3341049354807299
"('68', '608')",0.4257457104822495
"('68', '605')",0.451367935977175
"('461', '4139')",0.3341049354807299
"('461', '4151')",0.4257457104822495
"('461', '4148')",0.6666666666666666
"('1494', '13253')",0.12549742191097268
"('1494', '13252')",0.42069726528495394
"('1494', '3815')",0.27835993350976074
"('2852', '13253')",0.3341049354807299
"('2852', '25091')",0.4257457104822495
"('2852', '3815')",0.6666666666666666
"('5763', '620')",0.3341049354807299
"('5763', '49640')",0.4257457104822495
"('5763', '671')",0.6666666666666666
"('5846', '13253')",0.2006958978934888
"('5846', '13252')",0.3155572984044997
"('5846', '50348')",0.5999244469553483
"('12274', '13253')",0.3341049354807299
"('12274', '25092')",0.4257457104822495
"('12274', '102966')",0.451367935977175
"('19191', '8265')",0.3341049354807299
"('19191', '158474')",0.4257457104822495
"('19191', '49642')",0.6666666666666666
"('442', '3965')",0.5011561541748609
"('442', '3966')",0.6124602726206605
"('442', '3963')",0.6339374156775051
